id,user_id,skill_id,projectName,projectDescription,projectExperience,role,create_at,status
703,715,474,SQL Database Optimization Project,Develop a scalable and responsive web application using React for improved user experience.,4 months,Subject Matter Expert (SME),12/1/2023,Approved
704,952,68,Presenting Skills Workshop Development,Enhance existing Power BI dashboards with advanced visualizations and data insights.,1 years,Designer,5/14/2023,Approved
705,893,881,Python Data Analysis Automation,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,6 months,Business Analyst,12/17/2023,pending
706,250,400,SQL Database Optimization Project,Develop a scalable and responsive web application using React for improved user experience.,10 months,Quality Assurance (QA) Engineer,8/9/2023,Not Approved
707,294,866,Python Data Analysis Automation,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,10 months,Quality Assurance (QA) Engineer,5/11/2023,pending
708,406,621,React Web Application Development,Redesign presentation slides template to modernize branding and improve visual appeal.,2 years,Project Manager,12/12/2023,pending
709,528,240,Presenting Skills Workshop Development,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,5 months,Project Manager,6/18/2023,Approved
710,995,10,Slides Template Redesign,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,4 years,Project Manager,5/26/2023,Not Approved
711,609,262,Java Enterprise Application Development,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,2 years,Designer,7/27/2023,pending
712,581,532,React Web Application Development,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,2 years,Business Analyst,7/18/2023,Not Approved
713,943,551,Python Data Analysis Automation,Redesign presentation slides template to modernize branding and improve visual appeal.,8 months,Subject Matter Expert (SME),1/28/2024,Not Approved
714,299,533,React Web Application Development,Redesign presentation slides template to modernize branding and improve visual appeal.,7 months,Quality Assurance (QA) Engineer,9/2/2023,Approved
715,168,541,Power BI Dashboard Enhancement,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,8 months,Team Lead,5/10/2023,pending
716,510,26,Presenting Skills Workshop Development,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,2 months,Designer,8/18/2023,Approved
717,328,186,React Web Application Development,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,1 years,Designer,7/30/2023,pending
718,720,63,Java Enterprise Application Development,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,5 months,Designer,8/27/2023,Not Approved
719,275,531,Snowflake Data Warehouse Migration,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,4 months,Developer/Programmer,6/13/2023,pending
720,69,297,SQL Database Optimization Project,Redesign presentation slides template to modernize branding and improve visual appeal.,10 years,Project Manager,1/9/2024,Not Approved
721,610,557,React Web Application Development,Redesign presentation slides template to modernize branding and improve visual appeal.,2 months,Quality Assurance (QA) Engineer,6/29/2023,Approved
722,167,151,Java Enterprise Application Development,Enhance existing Power BI dashboards with advanced visualizations and data insights.,9 months,Developer/Programmer,10/27/2023,Not Approved
723,180,751,Python Data Analysis Automation,Enhance existing Power BI dashboards with advanced visualizations and data insights.,1 month,Project Manager,3/19/2024,Not Approved
724,211,31,Power BI Dashboard Enhancement,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,7 years,Quality Assurance (QA) Engineer,4/13/2023,Approved
725,134,770,Power BI Dashboard Enhancement,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,2 months,Developer/Programmer,6/6/2023,Approved
726,238,250,Power BI Dashboard Enhancement,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,1 years,Designer,1/28/2024,Not Approved
727,423,777,React Web Application Development,Redesign presentation slides template to modernize branding and improve visual appeal.,10 months,Developer/Programmer,5/10/2023,pending
728,384,678,PHP Forum Integration,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,2 months,Subject Matter Expert (SME),9/18/2023,pending
729,555,27,Power BI Dashboard Enhancement,Redesign presentation slides template to modernize branding and improve visual appeal.,5 months,Designer,7/15/2023,pending
730,951,45,Java Enterprise Application Development,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,6 months,Designer,7/28/2023,Not Approved
731,258,745,SQL Database Optimization Project,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,9 months,Business Analyst,9/15/2023,Not Approved
732,182,320,Slides Template Redesign,Develop a scalable and responsive web application using React for improved user experience.,10 years,Subject Matter Expert (SME),7/5/2023,pending
733,650,386,Python Data Analysis Automation,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,5 months,Designer,3/16/2024,pending
734,834,373,Slides Template Redesign,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,7 years,Designer,12/19/2023,Approved
735,859,635,Snowflake Data Warehouse Migration,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,10 years,Subject Matter Expert (SME),1/8/2024,pending
736,276,659,PHP Forum Integration,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,2 years,Quality Assurance (QA) Engineer,9/26/2023,pending
737,371,663,Power BI Dashboard Enhancement,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,10 years,Subject Matter Expert (SME),12/11/2023,pending
738,154,831,Presenting Skills Workshop Development,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,9 months,Business Analyst,7/26/2023,Not Approved
739,135,862,Python Data Analysis Automation,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,7 months,Project Manager,9/30/2023,pending
740,722,147,PHP Forum Integration,Redesign presentation slides template to modernize branding and improve visual appeal.,10 years,Developer/Programmer,5/23/2023,Not Approved
741,207,556,Power BI Dashboard Enhancement,Redesign presentation slides template to modernize branding and improve visual appeal.,10 years,Team Lead,2/29/2024,Approved
742,440,876,Slides Template Redesign,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,2 months,Quality Assurance (QA) Engineer,2/18/2024,Approved
743,917,850,Slides Template Redesign,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,8 months,Business Analyst,4/6/2024,Approved
